TIME,T,RRR
10.10.2023 08:00,17.1,No precipitation
10.10.2023 05:00,15.2,No precipitation
10.10.2023 02:00,15.9,No precipitation
09.10.2023 23:00,16.6,No precipitation
09.10.2023 20:00,17.7,No precipitation
09.10.2023 17:00,23.1,No precipitation
09.10.2023 14:00,24.0,No precipitation
09.10.2023 11:00,21.9,No precipitation
09.10.2023 08:00,17.9,No precipitation
09.10.2023 05:00,17.8,No precipitation
09.10.2023 02:00,16.8,No precipitation
08.10.2023 23:00,16.5,No precipitation
08.10.2023 20:00,18.2,No precipitation
08.10.2023 17:00,23.8,No precipitation
08.10.2023 14:00,23.4,No precipitation
08.10.2023 11:00,22.0,No precipitation
08.10.2023 08:00,15.4,No precipitation
08.10.2023 05:00,12.0,No precipitation
08.10.2023 02:00,14.9,No precipitation
07.10.2023 23:00,16.4,No precipitation
07.10.2023 20:00,16.8,No precipitation
07.10.2023 17:00,19.2,No precipitation
07.10.2023 14:00,19.7,No precipitation
07.10.2023 11:00,17.8,No precipitation
07.10.2023 08:00,16.0,No precipitation
07.10.2023 05:00,14.6,No precipitation
07.10.2023 02:00,14.8,No precipitation
06.10.2023 23:00,16.6,No precipitation
06.10.2023 20:00,17.1,0.3
06.10.2023 17:00,17.9,0.3
06.10.2023 14:00,18.3,0.3
06.10.2023 11:00,16.4,0.3
06.10.2023 08:00,16.1,No precipitation
06.10.2023 05:00,15.9,No precipitation
06.10.2023 02:00,17.4,No precipitation
05.10.2023 23:00,16.7,No precipitation
05.10.2023 20:00,18.3,No precipitation
05.10.2023 17:00,19.4,No precipitation
05.10.2023 14:00,19.8,No precipitation
05.10.2023 11:00,19.6,No precipitation
05.10.2023 08:00,17.9,No precipitation
05.10.2023 05:00,17.9,0.7
05.10.2023 02:00,17.7,1
04.10.2023 23:00,18.3,2
04.10.2023 20:00,19.0,2
04.10.2023 17:00,20.1,1
04.10.2023 14:00,21.1,0.8
04.10.2023 11:00,20.3,0.4
04.10.2023 08:00,19.2,0.1
04.10.2023 05:00,19.6,No precipitation
04.10.2023 02:00,19.9,No precipitation
03.10.2023 23:00,20.3,No precipitation
03.10.2023 20:00,21.2,No precipitation
03.10.2023 17:00,24.7,No precipitation
03.10.2023 14:00,25.0,No precipitation
03.10.2023 11:00,22.3,No precipitation
03.10.2023 08:00,17.4,No precipitation
03.10.2023 05:00,16.8,No precipitation
03.10.2023 02:00,16.8,No precipitation
02.10.2023 23:00,16.9,No precipitation
02.10.2023 20:00,16.8,No precipitation
02.10.2023 17:00,16.6,No precipitation
02.10.2023 14:00,16.7,No precipitation
02.10.2023 11:00,16.1,0.6
02.10.2023 08:00,16.1,3
02.10.2023 05:00,16.1,3
02.10.2023 02:00,15.5,3
01.10.2023 23:00,16.0,2
01.10.2023 20:00,19.1,0.1
01.10.2023 17:00,22.5,No precipitation
01.10.2023 14:00,24.0,No precipitation
01.10.2023 11:00,23.8,No precipitation
01.10.2023 08:00,17.6,No precipitation
01.10.2023 05:00,14.8,No precipitation
01.10.2023 02:00,15.1,No precipitation
30.09.2023 23:00,17.3,No precipitation
30.09.2023 20:00,21.6,No precipitation
30.09.2023 17:00,24.4,No precipitation
30.09.2023 14:00,25.3,No precipitation
30.09.2023 11:00,24.5,No precipitation
30.09.2023 08:00,20.5,No precipitation
30.09.2023 05:00,19.2,No precipitation
30.09.2023 02:00,20.2,No precipitation
29.09.2023 23:00,17.6,No precipitation
29.09.2023 20:00,19.9,No precipitation
29.09.2023 17:00,26.2,No precipitation
29.09.2023 14:00,25.7,0.4
29.09.2023 11:00,22.5,2
29.09.2023 08:00,17.7,8
29.09.2023 05:00,17.2,2
29.09.2023 02:00,16.8,16
28.09.2023 23:00,16.9,15
28.09.2023 20:00,18.1,8
28.09.2023 17:00,19.5,5
28.09.2023 14:00,21.3,0.1
28.09.2023 11:00,21.9,No precipitation
28.09.2023 08:00,18.2,No precipitation
28.09.2023 05:00,15.1,No precipitation
28.09.2023 02:00,16.4,0.5
27.09.2023 23:00,17.0,0.7
27.09.2023 20:00,17.8,0.7
27.09.2023 17:00,20.3,1
27.09.2023 14:00,20.7,0.5
27.09.2023 11:00,21.3,0.4
27.09.2023 08:00,19.2,0.4
27.09.2023 05:00,18.8,0.2
27.09.2023 02:00,18.7,0.2
26.09.2023 23:00,18.3,0.1
26.09.2023 20:00,18.3,0.1
26.09.2023 17:00,20.9,No precipitation
26.09.2023 11:00,20.3,1
26.09.2023 08:00,18.9,2
26.09.2023 05:00,18.5,2
26.09.2023 02:00,18.5,0.8
25.09.2023 23:00,18.7,3
25.09.2023 20:00,18.6,0.5
25.09.2023 17:00,19.4,3
25.09.2023 14:00,19.0,3
25.09.2023 11:00,20.2,Trace of precipitation
25.09.2023 08:00,18.1,No precipitation
25.09.2023 05:00,17.7,0.1
25.09.2023 02:00,17.9,No precipitation
24.09.2023 23:00,17.9,0.1
24.09.2023 20:00,17.9,3
24.09.2023 17:00,17.9,4
24.09.2023 14:00,17.8,2
24.09.2023 11:00,17.6,3
24.09.2023 08:00,16.9,4
24.09.2023 05:00,16.6,3
24.09.2023 02:00,16.6,3
23.09.2023 23:00,17.1,2
23.09.2023 20:00,18.4,0.4
23.09.2023 17:00,20.1,No precipitation
23.09.2023 14:00,23.4,No precipitation
23.09.2023 11:00,22.0,Trace of precipitation
23.09.2023 08:00,21.1,No precipitation
23.09.2023 05:00,21.8,No precipitation
23.09.2023 02:00,22.9,No precipitation
22.09.2023 23:00,23.7,No precipitation
22.09.2023 20:00,23.1,No precipitation
22.09.2023 17:00,25.9,No precipitation
22.09.2023 14:00,27.0,No precipitation
22.09.2023 11:00,26.3,No precipitation
22.09.2023 08:00,21.0,No precipitation
22.09.2023 05:00,15.2,No precipitation
22.09.2023 02:00,16.9,No precipitation
21.09.2023 23:00,18.1,No precipitation
21.09.2023 20:00,22.9,No precipitation
21.09.2023 17:00,26.5,No precipitation
21.09.2023 14:00,26.6,No precipitation
21.09.2023 11:00,25.0,No precipitation
21.09.2023 08:00,21.4,No precipitation
21.09.2023 05:00,21.2,No precipitation
21.09.2023 02:00,22.3,No precipitation
20.09.2023 23:00,23.2,No precipitation
20.09.2023 20:00,24.0,No precipitation
20.09.2023 17:00,25.2,No precipitation
20.09.2023 14:00,26.2,No precipitation
20.09.2023 11:00,24.3,No precipitation
20.09.2023 08:00,21.7,No precipitation
20.09.2023 05:00,20.5,No precipitation
20.09.2023 02:00,20.5,0.7
19.09.2023 23:00,19.1,1
19.09.2023 20:00,19.1,47
19.09.2023 17:00,19.5,55
19.09.2023 14:00,22.2,33
19.09.2023 11:00,24.4,12
19.09.2023 08:00,24.7,9
19.09.2023 05:00,25.6,No precipitation
19.09.2023 02:00,26.6,No precipitation
18.09.2023 23:00,27.3,No precipitation
18.09.2023 20:00,28.2,No precipitation
18.09.2023 17:00,30.8,No precipitation
18.09.2023 14:00,32.2,No precipitation
18.09.2023 11:00,29.9,No precipitation
18.09.2023 08:00,25.7,No precipitation
18.09.2023 05:00,25.7,No precipitation
18.09.2023 02:00,26.9,No precipitation
17.09.2023 23:00,26.7,No precipitation
17.09.2023 20:00,29.2,No precipitation
17.09.2023 17:00,31.3,No precipitation
17.09.2023 14:00,31.5,No precipitation
17.09.2023 11:00,29.7,No precipitation
17.09.2023 08:00,24.8,No precipitation
17.09.2023 05:00,23.5,No precipitation
17.09.2023 02:00,25.4,No precipitation
16.09.2023 23:00,24.0,No precipitation
16.09.2023 20:00,27.2,No precipitation
16.09.2023 17:00,30.4,No precipitation
16.09.2023 14:00,30.8,No precipitation
16.09.2023 11:00,29.4,No precipitation
16.09.2023 08:00,24.8,No precipitation
16.09.2023 05:00,19.3,No precipitation
16.09.2023 02:00,20.4,No precipitation
15.09.2023 23:00,24.0,No precipitation
15.09.2023 20:00,26.8,No precipitation
15.09.2023 17:00,29.7,No precipitation
15.09.2023 14:00,30.1,No precipitation
15.09.2023 11:00,28.4,No precipitation
15.09.2023 08:00,24.2,No precipitation
15.09.2023 05:00,20.0,No precipitation
15.09.2023 02:00,21.0,No precipitation
14.09.2023 23:00,21.1,No precipitation
14.09.2023 20:00,23.8,No precipitation
14.09.2023 17:00,29.4,No precipitation
14.09.2023 14:00,29.8,No precipitation
14.09.2023 11:00,28.1,No precipitation
14.09.2023 08:00,22.1,No precipitation
14.09.2023 05:00,17.2,No precipitation
14.09.2023 02:00,18.5,No precipitation
13.09.2023 23:00,19.8,No precipitation
13.09.2023 20:00,24.5,No precipitation
13.09.2023 17:00,28.6,No precipitation
13.09.2023 14:00,28.2,No precipitation
13.09.2023 11:00,25.9,No precipitation
13.09.2023 08:00,23.1,No precipitation
13.09.2023 05:00,22.7,0.1
13.09.2023 02:00,22.9,0.7
12.09.2023 23:00,23.0,0.1
12.09.2023 20:00,23.4,0.7
12.09.2023 17:00,23.5,6
12.09.2023 14:00,22.2,5
12.09.2023 11:00,24.3,No precipitation
12.09.2023 08:00,23.0,No precipitation
12.09.2023 05:00,23.3,No precipitation
12.09.2023 02:00,24.6,No precipitation
11.09.2023 23:00,25.6,No precipitation
11.09.2023 20:00,26.5,No precipitation
11.09.2023 17:00,27.5,No precipitation
11.09.2023 14:00,28.0,No precipitation
11.09.2023 11:00,27.7,No precipitation
11.09.2023 08:00,25.0,No precipitation
11.09.2023 05:00,23.5,No precipitation
11.09.2023 02:00,24.7,No precipitation
10.09.2023 23:00,24.4,No precipitation
10.09.2023 20:00,27.5,No precipitation
10.09.2023 17:00,28.4,0.5
10.09.2023 14:00,28.6,0.8
10.09.2023 11:00,26.8,3
10.09.2023 08:00,23.7,0.8
10.09.2023 05:00,24.6,0.3
10.09.2023 02:00,27.8,No precipitation
09.09.2023 23:00,28.4,No precipitation
09.09.2023 20:00,29.4,No precipitation
09.09.2023 17:00,31.1,No precipitation
09.09.2023 14:00,31.4,No precipitation
09.09.2023 11:00,30.5,No precipitation
09.09.2023 08:00,26.6,No precipitation
09.09.2023 05:00,23.8,No precipitation
09.09.2023 02:00,23.6,No precipitation
08.09.2023 23:00,24.2,No precipitation
08.09.2023 20:00,28.9,No precipitation
08.09.2023 17:00,31.6,No precipitation
08.09.2023 14:00,31.9,No precipitation
08.09.2023 11:00,30.6,No precipitation
08.09.2023 08:00,26.9,No precipitation
08.09.2023 05:00,21.2,No precipitation
08.09.2023 02:00,22.0,No precipitation
07.09.2023 23:00,23.6,No precipitation
07.09.2023 20:00,27.4,No precipitation
07.09.2023 17:00,31.2,No precipitation
07.09.2023 14:00,31.8,No precipitation
07.09.2023 11:00,30.5,No precipitation
07.09.2023 08:00,26.3,No precipitation
07.09.2023 05:00,21.9,No precipitation
07.09.2023 02:00,23.6,No precipitation
06.09.2023 23:00,27.4,No precipitation
06.09.2023 20:00,29.2,No precipitation
06.09.2023 17:00,31.4,No precipitation
06.09.2023 14:00,31.5,No precipitation
06.09.2023 11:00,30.1,No precipitation
06.09.2023 08:00,26.2,No precipitation
06.09.2023 05:00,23.2,No precipitation
06.09.2023 02:00,24.0,No precipitation
05.09.2023 23:00,24.9,No precipitation
05.09.2023 20:00,28.9,No precipitation
05.09.2023 17:00,30.7,No precipitation
05.09.2023 14:00,31.7,No precipitation
05.09.2023 11:00,30.3,No precipitation
05.09.2023 08:00,25.6,No precipitation
05.09.2023 05:00,21.2,No precipitation
05.09.2023 02:00,22.2,No precipitation
04.09.2023 23:00,24.3,No precipitation
04.09.2023 20:00,28.1,No precipitation
04.09.2023 17:00,31.8,No precipitation
04.09.2023 14:00,32.4,No precipitation
04.09.2023 11:00,30.7,No precipitation
04.09.2023 08:00,26.1,No precipitation
04.09.2023 05:00,20.6,No precipitation
04.09.2023 02:00,21.4,No precipitation
03.09.2023 23:00,25.4,No precipitation
03.09.2023 20:00,28.1,No precipitation
03.09.2023 17:00,31.7,No precipitation
03.09.2023 14:00,31.7,No precipitation
03.09.2023 11:00,29.2,No precipitation
03.09.2023 08:00,25.0,No precipitation
03.09.2023 05:00,20.3,No precipitation
03.09.2023 02:00,21.5,No precipitation
02.09.2023 23:00,22.3,No precipitation
02.09.2023 20:00,27.1,No precipitation
02.09.2023 17:00,29.6,No precipitation
02.09.2023 14:00,29.4,No precipitation
02.09.2023 11:00,28.5,No precipitation
02.09.2023 08:00,24.3,No precipitation
02.09.2023 05:00,21.7,No precipitation
02.09.2023 02:00,22.1,No precipitation
01.09.2023 23:00,23.3,No precipitation
01.09.2023 20:00,27.3,No precipitation
01.09.2023 17:00,29.6,No precipitation
01.09.2023 14:00,29.5,No precipitation
01.09.2023 11:00,28.1,No precipitation
01.09.2023 08:00,24.8,No precipitation
01.09.2023 05:00,23.9,No precipitation
01.09.2023 02:00,25.0,No precipitation
31.08.2023 23:00,26.7,No precipitation
31.08.2023 20:00,28.6,No precipitation
31.08.2023 17:00,31.4,No precipitation
31.08.2023 14:00,31.8,No precipitation
31.08.2023 11:00,29.4,No precipitation
31.08.2023 08:00,25.6,No precipitation
31.08.2023 05:00,20.8,No precipitation
31.08.2023 02:00,21.9,No precipitation
30.08.2023 23:00,25.3,No precipitation
30.08.2023 20:00,27.2,No precipitation
30.08.2023 17:00,29.9,No precipitation
30.08.2023 14:00,30.8,No precipitation
30.08.2023 11:00,27.9,No precipitation
30.08.2023 08:00,24.3,No precipitation
30.08.2023 05:00,20.4,No precipitation
30.08.2023 02:00,22.8,No precipitation
29.08.2023 23:00,23.4,No precipitation
29.08.2023 20:00,25.2,No precipitation
29.08.2023 17:00,29.6,No precipitation
29.08.2023 14:00,29.9,No precipitation
29.08.2023 11:00,27.7,No precipitation
29.08.2023 08:00,22.0,No precipitation
29.08.2023 05:00,17.0,No precipitation
29.08.2023 02:00,18.0,No precipitation
28.08.2023 23:00,19.4,No precipitation
28.08.2023 20:00,23.4,No precipitation
28.08.2023 17:00,28.2,No precipitation
28.08.2023 14:00,27.6,No precipitation
28.08.2023 11:00,25.2,No precipitation
28.08.2023 08:00,21.7,No precipitation
28.08.2023 05:00,19.3,No precipitation
28.08.2023 02:00,20.0,No precipitation
27.08.2023 23:00,20.0,0.9
27.08.2023 20:00,20.7,9
27.08.2023 17:00,20.5,25
27.08.2023 14:00,19.5,48
27.08.2023 11:00,18.9,60
27.08.2023 08:00,18.5,61
27.08.2023 05:00,18.3,56
27.08.2023 02:00,18.2,39
26.08.2023 23:00,19.4,29
26.08.2023 20:00,20.2,26
26.08.2023 17:00,20.2,27
26.08.2023 14:00,20.9,25
26.08.2023 11:00,21.7,23
26.08.2023 08:00,22.5,17
26.08.2023 05:00,23.5,4
26.08.2023 02:00,26.5,No precipitation
25.08.2023 23:00,26.4,No precipitation
25.08.2023 20:00,27.4,No precipitation
25.08.2023 17:00,28.6,No precipitation
25.08.2023 14:00,29.4,No precipitation
25.08.2023 11:00,27.8,No precipitation
25.08.2023 08:00,25.8,No precipitation
25.08.2023 05:00,21.4,No precipitation
25.08.2023 02:00,22.4,No precipitation
24.08.2023 23:00,24.1,No precipitation
24.08.2023 20:00,27.7,No precipitation
24.08.2023 17:00,30.7,No precipitation
24.08.2023 14:00,29.7,0.4
24.08.2023 11:00,26.6,2
24.08.2023 08:00,23.3,4
24.08.2023 05:00,21.6,4
24.08.2023 02:00,21.8,4
23.08.2023 23:00,25.0,No precipitation
23.08.2023 20:00,25.9,No precipitation
23.08.2023 17:00,31.6,No precipitation
23.08.2023 14:00,33.2,No precipitation
23.08.2023 11:00,31.3,No precipitation
23.08.2023 08:00,27.9,No precipitation
23.08.2023 05:00,23.0,No precipitation
23.08.2023 02:00,23.9,No precipitation
22.08.2023 23:00,29.6,No precipitation
22.08.2023 20:00,30.7,No precipitation
22.08.2023 17:00,33.4,No precipitation
22.08.2023 14:00,33.7,No precipitation
22.08.2023 11:00,32.0,No precipitation
22.08.2023 08:00,27.9,No precipitation
22.08.2023 05:00,23.7,No precipitation
22.08.2023 02:00,24.6,No precipitation
21.08.2023 23:00,27.0,No precipitation
21.08.2023 20:00,29.6,No precipitation
21.08.2023 17:00,33.1,
21.08.2023 14:00,32.0,9
21.08.2023 11:00,28.4,21
21.08.2023 08:00,25.2,24
21.08.2023 05:00,25.1,20
21.08.2023 02:00,25.3,16
20.08.2023 23:00,26.4,4
20.08.2023 20:00,27.2,0.1
20.08.2023 17:00,28.9,No precipitation
20.08.2023 14:00,29.9,No precipitation
20.08.2023 11:00,28.8,No precipitation
20.08.2023 08:00,26.8,No precipitation
20.08.2023 02:00,25.6,47
19.08.2023 23:00,25.8,47
19.08.2023 20:00,25.8,47
19.08.2023 17:00,25.5,43
19.08.2023 14:00,31.6,No precipitation
19.08.2023 11:00,29.1,No precipitation
19.08.2023 08:00,27.4,No precipitation
19.08.2023 05:00,27.6,No precipitation
19.08.2023 02:00,27.9,No precipitation
18.08.2023 23:00,29.0,No precipitation
18.08.2023 20:00,30.9,No precipitation
18.08.2023 17:00,31.3,4
18.08.2023 14:00,33.8,4
18.08.2023 11:00,32.5,4
18.08.2023 08:00,26.9,4
18.08.2023 05:00,29.3,No precipitation
18.08.2023 02:00,29.4,No precipitation
17.08.2023 23:00,31.3,No precipitation
17.08.2023 20:00,33.0,No precipitation
17.08.2023 17:00,35.3,No precipitation
17.08.2023 14:00,36.3,No precipitation
17.08.2023 11:00,34.2,No precipitation
17.08.2023 08:00,30.6,No precipitation
17.08.2023 05:00,26.0,No precipitation
17.08.2023 02:00,28.0,No precipitation
16.08.2023 23:00,30.1,No precipitation
16.08.2023 20:00,31.9,No precipitation
16.08.2023 17:00,34.9,No precipitation
16.08.2023 14:00,34.4,No precipitation
16.08.2023 11:00,32.8,No precipitation
16.08.2023 08:00,29.0,No precipitation
16.08.2023 05:00,24.2,No precipitation
16.08.2023 02:00,27.7,No precipitation
15.08.2023 23:00,26.7,No precipitation
15.08.2023 20:00,30.6,No precipitation
15.08.2023 17:00,33.3,No precipitation
15.08.2023 14:00,32.7,No precipitation
15.08.2023 11:00,31.3,No precipitation
15.08.2023 08:00,27.5,No precipitation
15.08.2023 05:00,23.4,No precipitation
15.08.2023 02:00,24.3,No precipitation
14.08.2023 23:00,28.7,No precipitation
14.08.2023 20:00,30.4,No precipitation
14.08.2023 17:00,33.6,No precipitation
14.08.2023 14:00,33.3,No precipitation
14.08.2023 11:00,31.6,No precipitation
14.08.2023 08:00,28.8,No precipitation
14.08.2023 05:00,24.0,No precipitation
14.08.2023 02:00,25.8,No precipitation
13.08.2023 23:00,29.1,No precipitation
13.08.2023 20:00,30.9,No precipitation
13.08.2023 17:00,32.9,No precipitation
13.08.2023 14:00,32.9,No precipitation
13.08.2023 11:00,31.2,No precipitation
13.08.2023 08:00,26.9,No precipitation
13.08.2023 05:00,22.7,No precipitation
13.08.2023 02:00,22.8,2
12.08.2023 23:00,24.2,7
12.08.2023 20:00,25.1,7
12.08.2023 17:00,25.5,7
12.08.2023 14:00,24.3,6
12.08.2023 11:00,28.7,0.5
12.08.2023 08:00,28.7,0.5
12.08.2023 05:00,27.5,0.5
12.08.2023 02:00,30.0,No precipitation
11.08.2023 23:00,30.9,No precipitation
11.08.2023 20:00,31.4,No precipitation
11.08.2023 17:00,33.5,No precipitation
11.08.2023 14:00,34.2,No precipitation
11.08.2023 11:00,31.9,No precipitation
11.08.2023 08:00,29.2,No precipitation
11.08.2023 05:00,24.9,No precipitation
11.08.2023 02:00,26.3,No precipitation
10.08.2023 23:00,28.7,No precipitation
10.08.2023 20:00,30.9,No precipitation
10.08.2023 17:00,33.3,No precipitation
10.08.2023 14:00,33.0,No precipitation
10.08.2023 11:00,31.3,No precipitation
10.08.2023 08:00,28.8,No precipitation
10.08.2023 05:00,25.8,No precipitation
10.08.2023 02:00,28.4,No precipitation
09.08.2023 23:00,29.7,No precipitation
09.08.2023 20:00,30.9,No precipitation
09.08.2023 17:00,33.2,No precipitation
09.08.2023 14:00,32.7,No precipitation
09.08.2023 11:00,31.8,No precipitation
09.08.2023 08:00,29.2,No precipitation
09.08.2023 05:00,28.5,No precipitation
09.08.2023 02:00,28.1,No precipitation
08.08.2023 23:00,29.5,No precipitation
08.08.2023 20:00,30.2,No precipitation
08.08.2023 17:00,32.7,No precipitation
08.08.2023 14:00,32.6,No precipitation
08.08.2023 11:00,30.5,No precipitation
08.08.2023 08:00,28.7,No precipitation
08.08.2023 05:00,24.8,No precipitation
08.08.2023 02:00,26.0,No precipitation
07.08.2023 23:00,28.3,No precipitation
07.08.2023 20:00,30.0,No precipitation
07.08.2023 17:00,32.1,No precipitation
07.08.2023 14:00,32.3,No precipitation
07.08.2023 11:00,31.2,No precipitation
07.08.2023 08:00,27.2,No precipitation
07.08.2023 05:00,26.6,No precipitation
07.08.2023 02:00,27.4,No precipitation
06.08.2023 23:00,28.2,No precipitation
06.08.2023 20:00,29.8,No precipitation
06.08.2023 17:00,31.7,No precipitation
06.08.2023 14:00,30.7,No precipitation
06.08.2023 11:00,29.4,No precipitation
06.08.2023 08:00,27.9,0.3
06.08.2023 05:00,25.7,0.3
06.08.2023 02:00,26.4,24
05.08.2023 23:00,26.6,24
05.08.2023 20:00,26.4,24
05.08.2023 17:00,26.2,24
05.08.2023 14:00,36.9,No precipitation
05.08.2023 11:00,36.1,No precipitation
05.08.2023 08:00,32.4,No precipitation
05.08.2023 05:00,30.3,No precipitation
05.08.2023 02:00,31.2,No precipitation
04.08.2023 23:00,32.4,No precipitation
04.08.2023 20:00,33.5,No precipitation
04.08.2023 17:00,35.8,No precipitation
04.08.2023 14:00,35.9,No precipitation
04.08.2023 11:00,34.3,No precipitation
04.08.2023 08:00,31.3,No precipitation
04.08.2023 05:00,29.1,No precipitation
04.08.2023 02:00,29.8,No precipitation
03.08.2023 23:00,31.1,No precipitation
03.08.2023 20:00,32.5,No precipitation
03.08.2023 17:00,35.3,No precipitation
03.08.2023 14:00,35.1,No precipitation
03.08.2023 11:00,33.0,No precipitation
03.08.2023 08:00,30.0,No precipitation
03.08.2023 05:00,28.6,No precipitation
03.08.2023 02:00,29.2,No precipitation
02.08.2023 23:00,30.2,No precipitation
02.08.2023 20:00,31.2,No precipitation
02.08.2023 17:00,33.5,No precipitation
02.08.2023 14:00,33.4,No precipitation
02.08.2023 11:00,31.7,No precipitation
02.08.2023 08:00,28.9,No precipitation
02.08.2023 05:00,27.2,No precipitation
02.08.2023 02:00,28.4,No precipitation
01.08.2023 23:00,29.2,No precipitation
01.08.2023 20:00,30.6,No precipitation
01.08.2023 17:00,33.1,No precipitation
01.08.2023 14:00,33.3,0.2
01.08.2023 11:00,31.1,2
01.08.2023 08:00,27.9,2
01.08.2023 05:00,26.7,2
01.08.2023 02:00,26.7,3
31.07.2023 23:00,28.0,0.7
31.07.2023 20:00,28.6,0.7
31.07.2023 17:00,30.5,0.7
31.07.2023 14:00,29.8,No precipitation
31.07.2023 11:00,31.0,No precipitation
31.07.2023 08:00,28.3,No precipitation
31.07.2023 05:00,27.8,0.4
31.07.2023 02:00,27.7,0.4
30.07.2023 23:00,28.1,0.4
30.07.2023 20:00,28.4,1
30.07.2023 17:00,32.0,1
30.07.2023 14:00,31.2,1
30.07.2023 11:00,29.3,2
30.07.2023 08:00,25.4,0.6
30.07.2023 05:00,25.8,0.7
30.07.2023 02:00,25.8,8
29.07.2023 23:00,26.4,21
29.07.2023 20:00,26.3,32
29.07.2023 17:00,26.0,33
29.07.2023 14:00,26.2,38
29.07.2023 11:00,26.1,41
29.07.2023 08:00,26.7,35
29.07.2023 05:00,25.7,35
29.07.2023 02:00,25.2,22
28.07.2023 23:00,25.7,6
28.07.2023 20:00,29.1,No precipitation
28.07.2023 17:00,32.5,No precipitation
28.07.2023 14:00,32.1,No precipitation
28.07.2023 08:00,28.6,No precipitation
28.07.2023 05:00,28.6,No precipitation
28.07.2023 02:00,29.2,No precipitation
27.07.2023 23:00,30.3,No precipitation
27.07.2023 20:00,31.8,No precipitation
27.07.2023 17:00,33.7,No precipitation
27.07.2023 14:00,34.0,No precipitation
27.07.2023 11:00,32.6,No precipitation
27.07.2023 08:00,29.0,No precipitation
27.07.2023 05:00,27.8,No precipitation
27.07.2023 02:00,27.8,No precipitation
26.07.2023 23:00,29.7,No precipitation
26.07.2023 20:00,31.5,No precipitation
26.07.2023 17:00,31.0,No precipitation
26.07.2023 14:00,32.7,No precipitation
26.07.2023 11:00,31.7,No precipitation
26.07.2023 08:00,28.4,No precipitation
26.07.2023 05:00,24.3,No precipitation
26.07.2023 02:00,26.2,0.3
25.07.2023 23:00,27.2,0.3
25.07.2023 20:00,28.8,
25.07.2023 17:00,29.9,
25.07.2023 14:00,35.0,No precipitation
25.07.2023 11:00,32.4,No precipitation
25.07.2023 08:00,29.3,No precipitation
25.07.2023 05:00,29.1,No precipitation
25.07.2023 02:00,27.9,No precipitation
24.07.2023 23:00,32.0,No precipitation
24.07.2023 20:00,33.7,No precipitation
24.07.2023 17:00,35.5,No precipitation
24.07.2023 14:00,35.9,No precipitation
24.07.2023 11:00,33.6,No precipitation
24.07.2023 08:00,31.0,No precipitation
24.07.2023 05:00,29.0,No precipitation
24.07.2023 02:00,29.8,No precipitation
23.07.2023 23:00,31.7,No precipitation
23.07.2023 20:00,33.3,No precipitation
23.07.2023 17:00,36.8,No precipitation
23.07.2023 14:00,37.5,No precipitation
23.07.2023 11:00,33.3,No precipitation
23.07.2023 08:00,28.5,No precipitation
23.07.2023 05:00,27.1,No precipitation
23.07.2023 02:00,27.9,No precipitation
22.07.2023 23:00,29.3,No precipitation
22.07.2023 20:00,30.3,No precipitation
22.07.2023 17:00,32.4,No precipitation
22.07.2023 14:00,31.7,No precipitation
22.07.2023 11:00,29.6,No precipitation
22.07.2023 08:00,27.0,0.4
22.07.2023 05:00,24.0,0.4
22.07.2023 02:00,25.4,4
21.07.2023 23:00,25.9,4
21.07.2023 20:00,26.9,4
21.07.2023 17:00,27.8,4
21.07.2023 14:00,31.9,No precipitation
21.07.2023 11:00,29.9,No precipitation
21.07.2023 08:00,28.7,No precipitation
21.07.2023 05:00,28.1,No precipitation
21.07.2023 02:00,28.4,No precipitation
20.07.2023 23:00,29.5,No precipitation
20.07.2023 20:00,30.1,No precipitation
20.07.2023 17:00,31.2,No precipitation
20.07.2023 14:00,30.7,No precipitation
20.07.2023 11:00,28.7,No precipitation
20.07.2023 08:00,25.8,No precipitation
20.07.2023 05:00,25.8,No precipitation
20.07.2023 02:00,27.5,No precipitation
19.07.2023 23:00,28.4,No precipitation
19.07.2023 20:00,29.7,No precipitation
19.07.2023 17:00,31.3,No precipitation
19.07.2023 14:00,32.6,No precipitation
19.07.2023 11:00,31.2,No precipitation
19.07.2023 08:00,28.9,No precipitation
19.07.2023 05:00,24.8,No precipitation
19.07.2023 02:00,25.8,No precipitation
18.07.2023 23:00,29.3,No precipitation
18.07.2023 20:00,30.9,No precipitation
18.07.2023 17:00,33.2,No precipitation
18.07.2023 14:00,32.5,No precipitation
18.07.2023 11:00,32.0,No precipitation
18.07.2023 08:00,29.3,No precipitation
18.07.2023 05:00,24.6,No precipitation
18.07.2023 02:00,27.1,No precipitation
17.07.2023 23:00,29.6,No precipitation
17.07.2023 20:00,31.1,No precipitation
17.07.2023 17:00,32.9,No precipitation
17.07.2023 14:00,33.9,No precipitation
17.07.2023 11:00,32.8,No precipitation
17.07.2023 08:00,29.7,No precipitation
17.07.2023 05:00,22.8,No precipitation
17.07.2023 02:00,24.3,No precipitation
16.07.2023 23:00,29.1,No precipitation
16.07.2023 20:00,31.3,No precipitation
16.07.2023 17:00,34.0,No precipitation
16.07.2023 14:00,34.2,No precipitation
16.07.2023 11:00,32.5,No precipitation
16.07.2023 08:00,29.4,No precipitation
16.07.2023 05:00,25.7,No precipitation
16.07.2023 02:00,27.5,No precipitation
15.07.2023 23:00,29.9,No precipitation
15.07.2023 20:00,31.6,No precipitation
15.07.2023 17:00,35.8,No precipitation
